5.1,3.5,1.4,0.2,Iris-setosa,1,0,0.8511335793982948
4.9,3.0,1.4,0.2,Iris-setosa,1,1,0.8287854632505425
4.7,3.2,1.3,0.2,Iris-setosa,1,2,0.836034606822658
4.6,3.1,1.5,0.2,Iris-setosa,1,3,0.8204806925237398
5.0,3.6,1.4,0.2,Iris-setosa,1,4,0.8469060082971677
5.4,3.9,1.7,0.4,Iris-setosa,1,5,0.7656324516298396
4.6,3.4,1.4,0.3,Iris-setosa,1,6,0.8288913123272383
5.0,3.4,1.5,0.2,Iris-setosa,1,7,0.8546379528332191
4.4,2.9,1.4,0.2,Iris-setosa,1,8,0.778593136889973
4.9,3.1,1.5,0.1,Iris-setosa,1,9,0.8374063440387309
5.4,3.7,1.5,0.2,Iris-setosa,1,10,0.8091953042434644
4.8,3.4,1.6,0.2,Iris-setosa,1,11,0.8420069303969611
4.8,3.0,1.4,0.1,Iris-setosa,1,12,0.8246397021463195
4.3,3.0,1.1,0.1,Iris-setosa,1,13,0.7680314352292984
5.8,4.0,1.2,0.2,Iris-setosa,1,14,0.71916599179288
5.7,4.4,1.5,0.4,Iris-setosa,1,15,0.668805602504969
5.4,3.9,1.3,0.4,Iris-setosa,1,16,0.7834193051355786
5.1,3.5,1.4,0.3,Iris-setosa,1,17,0.8500025480211059
5.7,3.8,1.7,0.3,Iris-setosa,1,18,0.7319339326075344
5.1,3.8,1.5,0.3,Iris-setosa,1,19,0.822769528147239
5.4,3.4,1.7,0.2,Iris-setosa,1,20,0.8010632366044925
5.1,3.7,1.5,0.4,Iris-setosa,1,21,0.8289321401131499
4.6,3.6,1.0,0.2,Iris-setosa,1,22,0.7994260987062751
5.1,3.3,1.7,0.5,Iris-setosa,1,23,0.813154170920504
4.8,3.4,1.9,0.2,Iris-setosa,1,24,0.7985334586817241
5.0,3.0,1.6,0.2,Iris-setosa,1,25,0.8183891700915725
5.0,3.4,1.6,0.4,Iris-setosa,1,26,0.8406154651744033
5.2,3.5,1.5,0.2,Iris-setosa,1,27,0.8433659795250643
5.2,3.4,1.4,0.2,Iris-setosa,1,28,0.8449828009705277
4.7,3.2,1.6,0.2,Iris-setosa,1,29,0.8308596934502872
4.8,3.1,1.6,0.2,Iris-setosa,1,30,0.830277613657914
5.4,3.4,1.5,0.4,Iris-setosa,1,31,0.8109300207536712
5.2,4.1,1.5,0.1,Iris-setosa,1,32,0.7719173169737773
5.5,4.2,1.4,0.2,Iris-setosa,1,33,0.736026501178766
4.9,3.1,1.5,0.1,Iris-setosa,1,34,0.8374063440387309
5.0,3.2,1.2,0.2,Iris-setosa,1,35,0.836839967789541
5.5,3.5,1.3,0.2,Iris-setosa,1,36,0.8021735147740386
4.9,3.1,1.5,0.1,Iris-setosa,1,37,0.8374063440387309
4.4,3.0,1.3,0.2,Iris-setosa,1,38,0.7893061414325
5.1,3.4,1.5,0.2,Iris-setosa,1,39,0.8516244166181769
5.0,3.5,1.3,0.3,Iris-setosa,1,40,0.84791995638372
4.5,2.3,1.3,0.3,Iris-setosa,1,41,0.691421887831231
4.4,3.2,1.3,0.2,Iris-setosa,1,42,0.801682612780537
5.0,3.5,1.6,0.6,Iris-setosa,1,43,0.8138848815540309
5.1,3.8,1.9,0.4,Iris-setosa,1,44,0.7702130375679783
4.8,3.0,1.4,0.3,Iris-setosa,1,45,0.8244792197230544
5.1,3.8,1.6,0.2,Iris-setosa,1,46,0.8178867179671532
4.6,3.2,1.4,0.2,Iris-setosa,1,47,0.8290295038796924
5.3,3.7,1.5,0.2,Iris-setosa,1,48,0.8215563636288801
5.0,3.3,1.4,0.2,Iris-setosa,1,49,0.8536286582081198
7.0,3.2,4.7,1.4,Iris-versicolor,2,50,0.6572796683865781
