318,43,1,5,0,0.6317318052324946
268,44,1,5,1,0.5509782228342959
374,153,1,5,2,0.22138728679179415
273,122,1,5,3,0.5505346028898972
260,72,1,5,4,0.5410522792440737
342,54,1,5,5,0.6091784988283222
325,22,1,5,6,0.5947926808883615
347,128,1,5,7,0.5229286989754658
294,50,1,5,8,0.6237535723827777
236,97,1,5,9,0.38774660360915153
290,37,1,5,10,0.5972196925893163
309,118,1,5,11,0.6379396093497585
239,138,1,5,12,0.2659142096341381
263,141,1,5,13,0.4406498146791311
299,164,1,5,14,0.48152621375887616
381,89,1,5,15,0.4777304343390775
254,150,1,5,16,0.3370792331307513
371,62,1,5,17,0.5369872171107029
322,126,1,5,18,0.6012285037271693
270,165,1,5,19,0.3799966756826066
321,133,1,5,20,0.5818511176097904
288,32,1,5,21,0.5851097094315203
330,112,1,5,22,0.6160838874915529
328,27,1,5,23,0.5990096305146511
269,167,1,5,24,0.36273808506177213
311,143,1,5,25,0.5622450659209683
300,169,1,5,26,0.4512142455686224
273,106,1,5,27,0.5774344058509043
319,72,1,5,28,0.6557808620219506
293,48,1,5,29,0.6192462315349986
345,117,1,5,30,0.5641227839502968
377,151,1,5,31,0.21553588355472492
349,118,1,5,32,0.5470381674493463
345,170,1,5,33,0.2717004082792911
379,80,1,5,34,0.49899223825823674
331,159,1,5,35,0.426156811917127
377,109,1,5,36,0.44757331774694137
374,153,1,5,37,0.22138728679179415
302,114,1,5,38,0.6495284486580197
286,90,1,5,39,0.6318589062225779
349,131,1,5,40,0.503126673674389
343,83,1,5,41,0.6152836073267228
250,106,1,5,42,0.4611484477863036
300,127,1,5,43,0.6248990396917002
274,178,1,5,44,0.3349052848845787
279,95,1,5,45,0.6092497170900009
269,159,1,5,46,0.4030537111503344
301,69,1,5,47,0.6561832246663262
371,84,1,5,48,0.5259714608127071
337,84,1,5,49,0.6285620423897422
241,103,1,5,50,0.4095222420521661
316,172,1,5,51,0.3902860489802113
341,60,1,5,52,0.615560482401988
238,106,1,5,53,0.38109918694892925
322,98,1,5,54,0.6477938267977613
258,61,1,5,55,0.5296740157547454
340,38,1,5,56,0.59615825258232
331,179,1,5,57,0.2712666252780267
342,113,1,5,58,0.5829417526177341
323,135,1,5,59,0.5705163904797059
284,70,1,5,60,0.6210216803233684
357,153,1,5,61,0.3382990995382014
333,162,1,5,62,0.39789926161887135
341,78,1,5,63,0.6210513055234969
274,153,1,5,64,0.4594841719408028
256,147,1,5,65,0.36707925700290067
347,148,1,5,66,0.4263914875572184
262,68,1,5,67,0.5484752598461472
310,64,1,5,68,0.6594337079695157
366,155,1,5,69,0.2626988812132066
251,109,1,5,70,0.4609260780624937
248,66,1,5,71,0.48659913291069656
334,170,1,5,72,0.33284912492626595
379,61,1,5,73,0.5099485426712478
353,145,1,5,74,0.4146035846983067
277,166,1,5,75,0.41744549765611794
344,133,1,5,76,0.5150607937410397
280,35,1,5,77,0.5724084116104172
277,92,1,5,78,0.6037264012008009
314,112,1,5,79,0.6427890080682495
240,122,1,5,80,0.3448916723842091
276,153,1,5,81,0.4702104467204118
355,147,1,5,82,0.3915135992167886
393,210,2,2,83,0.44513017636314656
460,321,2,2,84,0.49264266883224855
487,278,2,2,85,0.6059080235101899
425,283,2,2,86,0.6080341797900972
413,232,2,2,87,0.6068889503505406
350,301,2,2,88,0.09348950062485574
474,188,2,2,89,0.4646957423357645
435,276,2,2,90,0.6369156653438272
476,305,2,2,91,0.5508681945959748
370,295,2,2,92,0.3274723233375359
359,241,2,2,93,0.4367785762813589
454,190,2,2,94,0.4766203187508381
399,225,2,2,95,0.5457451977954942
406,173,2,2,96,0.22517847114761683
417,326,2,2,97,0.3855196622466791
403,172,2,2,98,0.1974928429713959
382,215,2,2,99,0.42283329914957235
418,321,2,2,100,0.42112951147994315
439,314,2,2,101,0.5077694536829639
448,175,2,2,102,0.38508116052654356
415,245,2,2,103,0.6441514853171267
489,274,2,2,104,0.6095791381411643
365,290,2,2,105,0.3216689949025352
445,186,2,2,106,0.44879460644246383
472,272,2,2,107,0.6341747253429373
480,297,2,2,108,0.5715332635857673
436,302,2,2,109,0.5566021453144415
381,180,2,2,110,0.11994537201676421
359,278,2,2,111,0.34350251551112293
