318,43,1,1
268,44,1,1
374,153,1,1
273,122,1,1
260,72,1,1
342,54,1,1
325,22,1,1
347,128,1,1
294,50,1,1
236,97,1,1
290,37,1,1
309,118,1,1
239,138,1,2
263,141,1,2
299,164,1,1
381,89,1,1
254,150,1,2
371,62,1,1
322,126,1,1
270,165,1,2
321,133,1,1
288,32,1,1
330,112,1,1
328,27,1,1
269,167,1,2
311,143,1,1
300,169,1,1
273,106,1,1
319,72,1,1
293,48,1,1
345,117,1,1
377,151,1,1
349,118,1,1
345,170,1,1
379,80,1,1
331,159,1,1
377,109,1,1
374,153,1,1
302,114,1,1
286,90,1,1
349,131,1,1
343,83,1,1
250,106,1,1
300,127,1,1
274,178,1,2
279,95,1,1
269,159,1,2
301,69,1,1
371,84,1,1
337,84,1,1
241,103,1,1
316,172,1,1
341,60,1,1
238,106,1,1
322,98,1,1
258,61,1,1
340,38,1,1
331,179,1,1
342,113,1,1
323,135,1,1
284,70,1,1
357,153,1,1
333,162,1,1
341,78,1,1
274,153,1,2
256,147,1,2
347,148,1,1
262,68,1,1
310,64,1,1
366,155,1,1
251,109,1,1
248,66,1,1
334,170,1,1
379,61,1,1
460,292,2,3
384,313,2,3
451,280,2,3
387,182,2,1
384,239,2,3
421,259,2,3
347,269,2,3
383,300,2,3
462,294,2,3
393,210,2,3
460,321,2,3
487,278,2,3
425,283,2,3
413,232,2,3
350,301,2,3
474,188,2,1
435,276,2,3
476,305,2,3
370,295,2,3
359,241,2,3
454,190,2,1
399,225,2,3
406,173,2,1
417,326,2,3
403,172,2,1
382,215,2,3
418,321,2,3
439,314,2,3
448,175,2,1
415,245,2,3
489,274,2,3
365,290,2,3
445,186,2,1
472,272,2,3
480,297,2,3
436,302,2,3
381,180,2,1
359,278,2,3
457,273,2,3
376,268,2,3
395,324,2,3
368,287,2,3
409,259,2,3
393,285,2,3
484,260,2,3
496,267,2,3
489,271,2,3
471,207,2,1
432,179,2,1
434,319,2,3
367,308,2,3
361,280,2,3
426,307,2,3
386,175,2,1
391,222,2,3
418,178,2,1
444,263,2,3
431,175,2,1
463,245,2,3
414,180,2,1
384,307,2,3
402,338,2,3
443,185,2,1
489,291,2,3
380,184,2,1
450,228,2,-1
441,279,2,3
369,228,2,3
490,239,2,3
421,312,2,3
449,255,2,3
358,207,2,3
427,216,2,-1
404,293,2,3
184,169,3,4
178,243,3,4
110,237,3,4
147,263,3,4
145,189,3,4
165,155,3,4
107,254,3,4
114,216,3,4
209,218,3,4
103,201,3,4
115,203,3,4
200,166,3,4
102,261,3,4
150,241,3,4
163,170,3,4
164,170,3,4
126,274,3,4
87,231,3,4
92,190,3,4
102,206,3,4
153,208,3,4
111,213,3,4
166,258,3,4
166,179,3,4
155,249,3,4
102,275,3,4
154,205,3,4
89,188,3,4
185,171,3,4
205,172,3,4
111,239,3,4
87,229,3,4
138,186,3,4
168,285,3,4
199,194,3,4
101,217,3,4
204,205,3,4
191,166,3,4
126,261,3,4
183,206,3,4
197,200,3,4
195,273,3,4
170,273,3,4
152,138,3,4
121,222,3,4
89,182,3,4
186,195,3,4
143,147,3,4
147,247,3,4
220,222,3,4
81,195,3,4
153,286,3,4
203,278,3,4
210,168,3,4
169,157,3,4
140,251,3,4
139,273,3,4
134,178,3,4
154,142,3,4
86,186,3,4
172,255,3,4
182,207,3,4
131,219,3,4
109,183,3,4
146,221,3,4
197,281,3,4
185,159,3,4
215,207,3,4
155,220,3,4
103,198,3,4
88,210,3,4
109,171,3,4
140,231,3,4
168,169,3,4
184,440,4,5
72,418,4,5
107,466,4,5
89,415,4,5
102,419,4,5
113,441,4,5
79,435,4,5
85,401,4,5
164,420,4,5
71,388,4,5
150,365,4,5
169,365,4,-1
170,426,4,5
178,454,4,5
67,456,4,5
110,381,4,5
104,354,4,5
94,360,4,5
131,386,4,5
169,466,4,5
136,456,4,5
108,476,4,5
136,434,4,5
138,460,4,5
135,448,4,5
83,395,4,5
163,356,4,-1
93,471,4,5
97,374,4,5
139,471,4,5
92,430,4,5
109,390,4,5
98,402,4,5
124,378,4,5
90,368,4,5
174,443,4,5
102,434,4,5
98,427,4,5
90,461,4,5
179,468,4,5
68,457,4,5
88,408,4,5
117,393,4,5
60,435,4,5
72,438,4,5
176,365,4,-1
58,410,4,5
138,448,4,5
105,453,4,5
169,470,4,5
93,476,4,5
92,448,4,5
58,380,4,5
104,397,4,5
84,390,4,5
79,477,4,5
62,424,4,5
171,410,4,5
86,431,4,5
138,452,4,5
128,448,4,5
115,460,4,5
65,446,4,5
155,387,4,5
72,426,4,5
158,461,4,5
120,357,4,5
173,433,4,5
160,416,4,5
127,357,4,5
138,442,4,5
128,449,4,5
170,437,4,5
108,356,4,5
225,406,5,6
227,389,5,6
258,371,5,6
286,335,5,6
282,333,5,6
313,452,5,7
364,403,5,6
315,443,5,7
319,403,5,6
337,407,5,6
324,440,5,7
249,426,5,6
235,400,5,6
234,360,5,6
331,449,5,7
369,406,5,6
215,372,5,6
349,421,5,6
346,358,5,6
283,322,5,6
223,392,5,6
296,422,5,6
368,421,5,6
342,354,5,6
334,376,5,6
334,344,5,6
269,386,5,6
279,357,5,6
235,348,5,6
237,348,5,6
293,367,5,6
218,361,5,6
300,413,5,6
225,357,5,6
255,441,5,6
271,362,5,6
329,339,5,6
365,417,5,6
238,326,5,6
357,397,5,6
371,378,5,6
368,420,5,6
264,392,5,6
226,380,5,6
373,371,5,6
350,395,5,6
303,408,5,6
220,412,5,6
316,402,5,6
273,422,5,6
228,335,5,6
274,351,5,6
279,401,5,6
261,365,5,6
339,381,5,6
280,449,5,6
321,385,5,6
289,423,5,6
357,431,5,6
285,428,5,6
264,335,5,6
313,462,5,7
354,418,5,6
367,358,5,6
308,311,5,-1
316,357,5,6
317,453,5,7
291,457,5,7
250,425,5,6
346,360,5,6
264,343,5,6
341,383,5,6
364,394,5,6
348,356,4,6
457,134,0,-1
162,59,0,-1
38,218,0,-1
432,356,0,-1
39,356,0,-1
28,422,0,-1
196,177,2,4
46,160,0,-1
334,48,0,1
110,263,2,4
76,477,3,5
391,87,0,1
84,212,2,4
78,314,0,-1
394,100,0,1
194,390,0,-1
173,261,2,4
280,117,0,1
418,140,0,-1
368,448,0,6
315,473,0,7
314,197,0,1
433,24,0,-1
169,76,0,-1
17,369,0,-1
467,154,0,-1
279,278,0,-1
72,454,3,5
162,74,0,-1
194,419,0,5
347,238,1,3
348,307,0,3
39,377,0,-1
98,410,3,5
258,256,0,-1
191,46,0,-1
181,257,2,4
205,295,0,4
145,448,3,5
19,313,0,-1
152,426,3,5
263,444,4,6
469,238,1,-1
452,39,0,-1
270,271,0,-1
409,70,0,1
304,312,4,-1
41,325,0,-1
239,273,0,-1
3,460,0,-1
392,254,1,3
455,200,1,1
214,50,0,-1
474,185,0,1
130,183,2,4
360,265,1,3
377,4,0,-1
336,486,0,7
322,218,0,-1
53,470,0,5
266,225,0,-1
26,13,0,-1
41,110,0,-1
211,160,0,4
35,75,0,-1
94,4,0,-1
32,215,0,-1
103,184,2,4
228,201,2,4
308,53,0,1
122,207,2,4
158,330,0,-1
228,93,0,1
436,350,0,-1
414,169,0,1
303,280,0,-1
420,182,1,1
195,278,2,4
138,90,0,-1
415,51,0,-1
367,87,0,1
66,262,0,-1
461,489,0,-1
308,271,0,-1
162,106,0,-1
392,164,0,1
417,128,0,-1
418,52,0,-1
133,125,0,4
18,48,0,-1
326,470,0,7
410,294,1,3
128,91,0,-1
202,452,0,5
447,236,1,3
467,119,0,-1
204,98,0,1
458,76,0,-1
166,459,3,5
411,410,0,-1
54,181,0,-1
121,46,0,-1
22,481,0,-1
363,134,0,1
331,114,0,1
11,277,0,-1
14,149,0,-1
164,113,0,-1
45,17,0,-1
395,18,0,-1
87,165,0,4
312,23,0,1
151,229,2,4
190,150,0,4
358,405,4,6
246,223,0,-1
305,44,0,1
238,55,0,1
488,112,0,-1
176,289,0,4
164,34,0,-1
328,489,0,7
259,496,0,-1
143,211,2,4
422,297,1,3
355,52,0,1
242,76,0,1
260,154,0,2
242,421,4,6
43,73,0,-1
